created_at,full_text,text_weight,text_weight_label,class_sentiment
Wed May 29 09:59:00 +0000 2024,hut kppg bal gelar fashion show sarana relaksasi pasca milu,4,1,positif
Thu May 30 08:14:13 +0000 2024,pdi juang provinsi papua selatan raih kursi milu raih kursi kursi dprd provinsi papua selatan,7,1,positif
Sat May 25 14:07:40 +0000 2024,klo dihubungkan temu ppatk alir dana kampanye milu sumber tambang ilegal hambat tuntas tambang illegal kait erat dana kampanye milu parpolcalegcapres aparat hukum hak bukti,12,1,positif
Mon May 27 06:00:02 +0000 2024,ulas catat selenggara milu pilkada,3,1,positif
Tue May 28 22:37:33 +0000 2024,partai politik milu sembilan hasil emas kursi legislatif total kursi dprd bangka belitung,2,1,positif
Fri May 31 07:41:14 +0000 2024,kursi partai dprd sumatera utara hasil milu,3,1,positif
Thu May 30 02:29:50 +0000 2024,anggota parlemen israel netanyahu gagal seruk milu,-10,-1,negatif
Mon May 27 08:12:06 +0000 2024,aswanto orang mesti milik dukung partai politik anggota lembaga selenggara milu,-2,-1,negatif
Fri May 31 11:18:08 +0000 2024,dorong zulhas pimpin pan pasha piawai uji milu dasar,1,1,positif
Wed Feb 14 06:00:23 +0000 2024,serba serbi milu recap jenis drama kalang tweet update besok a thread,-4,-1,negatif
Wed Feb 14 13:00:08 +0000 2024,serbaserbi selamat prabowogibran,8,1,positif
Wed Feb 14 06:41:00 +0000 2024,lapor warga surat suara coblos fakta amp bukti curang quick count ambisi menang curang,-4,-1,negatif
Thu Feb 15 03:57:47 +0000 2024,serba serbi golput milu a threas,0,0,netral
Tue Feb 20 07:25:45 +0000 2024,ya allah ikan turun ketua kpu ri bawaslu amanah selenggara milu ya allah laknat amp azab kpu bawaslu adil jalan tugas negara aamiiin yaa robbal,20,1,positif
Tue May 28 14:06:25 +0000 2024,iya milu hibur,0,0,netral
Wed Feb 14 08:14:07 +0000 2024,dear pilih aceh anggap kau berani,0,0,netral
Thu Feb 15 03:31:24 +0000 2024,serbaserbi momen lucu indonesia btw selamat prabowogibran a thread,11,1,positif
Sun Jun 02 11:15:10 +0000 2024,forum silaturahim saksi pks milu sukses gelar rajeg,12,1,positif
Wed Apr 24 15:08:28 +0000 2024,alhamdulillah prabowogibran resmi kpu presiden wakil presiden pilih periode terima kasih rakyat indonesia selenggara milu tokoh agama prajurit tni polri rawan rekanrekan pers,12,1,positif
Sun May 26 23:05:31 +0000 2024,milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
Thu May 30 03:01:11 +0000 2024,janji kampanye prabowo milu sehat bayar subsidi listrik subsidi bbm sekolah bayar angkut bikin negara angkut subsidi nggedabrus,14,1,positif
Wed May 31 09:30:26 +0000 2023,kemarin dengar aspirasi khawatir masyarakat kait milu netral fair harap milu jalan sesuai prinsip demokrasi jujur adil hak,21,1,positif
Wed Dec 13 10:59:40 +0000 2023,fyi milu tanggal februari sesuai feng shuinya kalender sinar mas sial gws,-4,-1,negatif
Wed Feb 14 05:08:09 +0000 2024,alhamdulillah iriana laksana pilih milu presiden amp wakil presiden ri dpr ri dpd ri drpd provinsi dprd kota pungut suara tps camat gambir jakarta pusat rabu februari pk,16,1,positif
Mon Jan 29 12:03:08 +0000 2024,jejaring oligarki tambang lingkar caprescawapres milu surya paloh politikus usaha bisnis media properti catering rambah sektor tambang energi surya anak prananda paloh usaha tambang,2,1,positif
Wed Feb 14 05:19:39 +0000 2024,bapa gue ngakak banget tps disurakin pilih gemoy ya garagara pakai kaos biru also bapa iyahhh bwoong,3,1,positif
Thu Feb 15 06:34:58 +0000 2024,gue buka timeline isi drama milu,1,1,positif
Fri Mar 15 08:40:55 +0000 2024,artis iklan judi online maju kandidat anggota dpr ri milu artis iklan judi online deklarasi dukung pasang calon paslon presiden simak rincian,12,1,positif
Sat Jan 06 06:27:19 +0000 2024,milu satunya partai sandera kuasa pks,3,1,positif
Wed Feb 14 06:18:47 +0000 2024,lihat hasil quick count via website unggul provinsi papua papua daerah indonesia erat isu ham unik tarik,7,1,positif
Sun Dec 10 12:18:20 +0000 2023,temanteman x milu ribu warga jakarta timur pilih rian angka besaarr milu rian ubah rian simak video,1,1,positif
Sun Jun 02 08:23:53 +0000 2024,kampanye milu meksiko tewas puluh politis calon wali kota bunuh kampanye september jelang milu minggu kandidat tewas kreatif aditya jaya iswara,13,1,positif
Wed Feb 14 09:12:16 +0000 2024,ayo fokus fokus input data qc internal amin kpu lapor pungut suara tps milu titik tps negeri tps negeri an tps tps,11,1,positif
Sat Jun 01 05:00:08 +0000 2024,pdi juang provinsi kalimantan raih kursi milu raih kursi kursi dprd provinsi kalimantan,7,1,positif
Wed Jul 05 11:20:02 +0000 2023,tw politik umur besok milu ayah bebas pilih aja trik tipsnya kak bingung buzzer enyah,-6,-1,negatif
Fri Apr 19 03:35:49 +0000 2024,demo tolak intervensi milu patung kuda tempofebri angga palguna,-10,-1,negatif
Thu Feb 01 09:00:35 +0000 2024,ajar politik global universitas murdoch australia ian wilson ramal prabowo subianto bawa rezim otoriter hasil menang milu buah opini terbit fulcrum ian tulis popularitas prabowo angin,8,1,positif
Tue Feb 13 13:31:34 +0000 2024,aksi mahasiswa gedung selasa bubar gerombol orang dikenalpreman intimidasi mahasiswa kirim kaji curang milu dirty vote nyata,-1,-1,negatif
Thu May 30 02:29:29 +0000 2024,kepala daerah koordinasi wujud pilkada damai,3,1,positif
Wed Feb 14 11:41:34 +0000 2024,si tukang kayu solo menang pilkada solo menang pilkada solo menang pilgub jakarta menang pilpres menang pilpres menang pilpres menang tokoh hebat sejarah milu indonesia,32,1,positif
Fri May 31 09:41:59 +0000 2024,anggota kpu betty epsilon idroos arah rapat koordinasi evaluasi aman informasi milu kesiap infrastruktur tahap pilih rabu,0,0,netral
Sun Apr 10 10:50:41 +0000 2022,sepakat milu laksana februari pilkada november tahap milu juni april kpu bawaslu periode lantik milu pilkada serentak,10,1,positif
Wed May 29 03:05:10 +0000 2024,ketua kpu hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,-1,negatif
Sat Dec 02 17:54:39 +0000 2023,ga harap milu indonesia gini aja,4,1,positif
Thu Feb 15 15:02:55 +0000 2024,twit zarry proses milu akun bravo zar,1,1,positif
Sun Oct 15 09:35:03 +0000 2023,milu kelean ktp masuk pilih gen,-5,-1,negatif
Thu Feb 15 05:48:38 +0000 2024,tim menang nasional tpn ganjarmahfud rencana buka peluang komunikasi timnas amin usut curang milu wakil ketua tpn jendral purn tni andika perkasa posko menang teuku umar jakarta rabu,13,1,positif
Sun Feb 04 08:21:21 +0000 2024,menang milu presiden indonesia,7,1,positif
Wed Feb 14 11:02:31 +0000 2024,anies baswedan tanggap hasil quick count pilpres,6,1,positif
Mon Feb 12 17:39:07 +0000 2024,ramal anak indigo capres menang milu,-1,-1,negatif
Thu Mar 16 21:53:47 +0000 2023,gilak gilak chatgpt sy perintah sesi tulis kreatif purapura orang evil mastermind plot rencana tunda milu indonesia perintah dpr bikin operasi singgah,-3,-1,negatif
Tue Feb 27 09:40:52 +0000 2024,ikan buntal milu jurdil langgar indikasi jujur moga allah turun malapetaka sakit ngeri komisioner ri gaji pakai uang rakyat uang asam sulfat,-3,-1,negatif
Fri Feb 16 14:33:14 +0000 2024,badan awas milu bawaslu nyata pungut suara tps potensi laku pungut suara ulang psu milu ketua bawaslu rahmat bagja temu pilih hak pilih kali,7,1,positif
Mon Feb 12 13:55:49 +0000 2024,senin februari ketua kelompok selenggara pungut suara kpps undang hak pilih milu tps lurah gambir lokasi gedung lembaga administrasi negara jalan veteran nomor jakarta,0,0,netral
Sun Jun 02 02:17:42 +0000 2024,kpu provinsi sumatera utara gelar selenggara rakor rapat koordinasi evaluasi kelola logistik milu bahas progres susun lapor tata kelola logistik milu laksana tanggal sd mei,10,1,positif
Thu Feb 15 15:05:32 +0000 2024,markupnya maen suara diinput teriak curang link,-2,-1,negatif
Sun Sep 03 00:45:24 +0000 2023,jadwal tahap selenggara milu kpu calon presiden wakil presiden jadwal tanggal oktober november tanggal september tanggal,-3,-1,negatif
Tue May 28 01:26:30 +0000 2024,hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,-1,negatif
Wed Feb 14 15:24:37 +0000 2024,cobak guru matematika muntaber kalo kasih lihat,8,1,positif
Mon Apr 11 06:16:13 +0000 2022,milu februari pilkada serentak november butuh anggar rp triliun kpu rp triliun bawaslu rp triliun hitung detail apbn apbd tahap,4,1,positif
Sun Nov 12 12:09:43 +0000 2023,tuju buk megawati milu milu rakyat intimidasi milu curang,-7,-1,negatif
Thu Mar 14 06:52:31 +0000 2024,manghadiri acara diskusi pasca milu gelar koresponden asing jakarta foreign correspondents club jfcc media internasional pantau milu indonesia update sumber kemarin undang,6,1,positif
Sat May 06 07:04:31 +0000 2023,milik kuasa republik rakyat milu hilang kuasa pindah kuasa kuasa sejati pindah pindah ganti wenang jalan kuasa,28,1,positif
Wed Aug 17 11:12:23 +0000 2022,allah sih benci arab arab negara banget politik identitas milu tukang hoax tsk rela bikin hoax junjung dki jakarta sukses pakai politik identitas tagih,-1,-1,negatif
Tue Apr 23 10:35:12 +0000 2019,staff psi anak muda hebat juang jam gembira psi kalah tangis anakanak juang sepenuh hati siang kumpul makan acara ketua pesan juang milu,5,1,positif
Tue Dec 19 07:41:24 +0000 2023,ide cuti februari februari libur isra miraj februari cuti imlek weekend ngajuin cuti libur milu ngajuin cuti weekend libur februari ngajuin cuti dapetnya,24,1,positif
Mon May 27 04:03:03 +0000 2024,mari wujud pilkada jakarta bersih martabat,11,1,positif
Mon May 27 04:03:02 +0000 2024,beda pilih mari jaga rukun,2,1,positif
Mon May 27 04:33:59 +0000 2024,rakernas v partai nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat tegak hukum langgar etika penyalahgunaan sumber daya negara puan,6,1,positif
Mon May 27 04:03:03 +0000 2024,jaga kebhinekaan,2,1,positif
Wed May 29 04:23:35 +0000 2024,ketua badan menang milu bappilu dpp partai nasdem prananda surya paloh serah surat rekomendasi enam kader internal maju kontestasi pilkada november enam kader internal rekomendasi partai nasdem,3,1,positif
Tue Oct 17 13:48:55 +0000 2023,ganjar menang madura cawapresnya prof dr h mohammad mahfud mahmodin sh su mip tuju mahfud cawapresnya ganjar milu rt keras,17,1,positif
Sun Jun 02 00:34:28 +0000 2024,breaking claudia sheinbaum prediksi presiden perempuan yahudi meksiko milu mexico langsung minggu komunitas yahudi cakup populasi meksiko kakek nerupakan imigran,14,1,positif
Fri May 31 23:28:44 +0000 2024,kampanye aman damai sejuk fokus utama cipta iklim politik kondusif penuh toleransi pasca milu mari harga beda pendpt mengormati beda pilih riza sarasvita jan ethes enakeun twtw aja mahkamah,4,1,positif
Sun May 26 11:43:37 +0000 2024,presiden pilih milu prabowo subianto janji presiden rakyat indonesia wakil gibran rakabuming raka usaha keras maju indonesia kalah bangsa sibuk menteri,5,1,positif
Wed May 29 02:54:59 +0000 2024,podcast kpu ri tayang kali tayang tamu jurnalis milu tau seru ya tonton podcast kpu ri episode vitorio mantalean berita milu tayang perdana rabu tanggal mei,2,1,positif
Thu Mar 21 12:18:21 +0000 2024,nama pasang prabowo subianto gibran rakabuming raka nama koalisi indonesia maju terima kasih harga setinggitingginya rakyat indonesia hak pilih milu terima,11,1,positif
Wed Feb 14 18:00:53 +0000 2024,contoh salah tps tapanuli utara suara markup suara link,0,0,netral
Sun Sep 17 11:27:16 +0000 2023,beneran partai milu diselundupin intel agustus anggota tibatiba dichat orang gabung partai pas cek nomor getcontact nyata anggota ormas indikasi afiliasi bin,-1,-1,negatif
Tue May 28 12:21:22 +0000 2024,dpp partai nasdem selesai gelar rapat pleno badan menang milu bappilu kader internal maju pilkada rekomendasi pimpin langsung ketua bappilu dpp prananda surya paloh enam kader internal rekomendasi partai,9,1,positif
Tue Nov 28 03:08:45 +0000 2023,resmi kampanye milu nov feb,5,1,positif
Sat Sep 16 03:40:00 +0000 2023,karna milu dominasi pilih muda moga pemuda bijak pilih ges,3,1,positif
Fri May 24 14:40:28 +0000 2024,rapat kerja nasional rakernas v pdi juang selenggara ancol jakarta utara megawati soekarnoputri utara resah kritik perihal laksana milu ideal hias curang sanasini,0,0,netral
Thu May 30 13:15:00 +0000 2024,pks parpol raih suara milu wilayah jakarta amp kota sangga ibukota daya tawar pks gabung perintah prabowo lengkap simak youtube kompastv,-1,-1,negatif
Mon May 27 07:39:04 +0000 2024,kampus merdeka pkb,0,0,netral
Thu Feb 15 12:37:31 +0000 2024,update data hitung suara pilih presiden himpun website resmi kpu februari wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,5,1,positif
Thu Mar 21 05:49:02 +0000 2024,komisi pilih kpu rampung rekapitulasi suara milu rabu maret nama caleg artis prediksi lolos senayan aman kursi dpr ri mayoritas artis lolos anggota dpr ri periode debut,2,1,positif
Sat May 25 09:30:12 +0000 2024,pdi juang kabupaten ogan komering ilir raih kursi milu raih kursi kursi dprd ogan komering ilir,7,1,positif
Sat May 25 23:57:24 +0000 2024,megawati tum pdip milu abuabu direkyasa kuasa mk politik praktis kuasa kuasa laku tsm tni polri tarik politik praktis akibat kader teriak nama jokowi laku,16,1,positif
Sun May 26 23:30:02 +0000 2024,milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
Mon May 27 01:02:08 +0000 2024,lintas agama pasca milu jelang pilkada milu jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
Sun May 26 12:00:16 +0000 2024,pdi juang kabupaten nias selatan raih suara milu raih kursi kursi dprd kabupaten nias selatan,9,1,positif
Thu May 23 12:05:08 +0000 2024,pdi juang kota pematang siantar raih kursi milu raih kursi kursi dprd kota pematang siantar,-3,-1,negatif
Sun May 26 08:11:12 +0000 2024,pdiperjuangan nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat hukum politik uang ketua dpp pdip puan maharani minggu rir,5,1,positif
Sun May 26 04:17:58 +0000 2024,ustadguru lgbt rael anti perempuan suka pantt laki laki wajib basmi bumi aceh hukum ringan lihat bebas timses milu aceh kriminal pakai agama rusak anakanak aceh please stop it,-2,-1,negatif
Sat May 25 13:15:08 +0000 2024,pdi juang kabupaten pulau meranti raih kursi milu kursi raih kursi kursi dprd kabupaten pulau meranti,7,1,positif
Sun May 26 23:45:37 +0000 2024,pilkada momentum elemen masyarakat jalin konsolidasi sosial pasca milu matang laksana pilkada harap polisi yaman melon madura mei,13,1,positif
Thu Feb 22 06:58:21 +0000 2024,subianto mas tweet partai gerindra terimakasih sebesarbesarnya penyelanggara milu komisioner kpu tugas kpps saksi awas milu bawaslu aparat tegak hukum tni,9,1,positif
Fri May 31 00:48:34 +0000 2024,tantang profesionalisme selenggara milu selenggara milu independen profesional rupa salah syarat wujud milu integritas tumbuh profesionalisme champions league milik kakak hutama karya kiky kaesang,7,1,positif
Thu May 30 10:50:12 +0000 2024,tweet simple rangkul duduk bangun bangsa ajak kerja ya minimal ribut tonton aja cc indonesia,5,1,positif
Thu Feb 22 13:50:34 +0000 2024,nasdem pkb pks kompak dukung hak angket curang milu partai nasdem pkb gabung koalisi ubah nyata sikap dukung wacana hak angket gulir dpr ri usut duga curang milu sikap dukung,2,1,positif
Sun Dec 04 04:56:07 +0000 2022,seleksi ppk milu seleksi tulis diumumin ya lokasi bingung cari info mohon bantu temanteman work,3,1,positif
Sat Jun 01 22:27:06 +0000 2024,halo jadwal sidang periksa duga langgar kode etik selenggara milu kepp laku juni,0,0,netral
Thu Feb 22 14:42:45 +0000 2024,kemarin terima surat selamat presiden turki kena hasil milu langsung duta turki terima kasih dukung sahabat negara,25,1,positif
Tue Feb 13 12:54:00 +0000 2024,presiden joko widodo resmi tunjang kerja tukin pegawai bawaslu jelang milu atur presiden nomor tukin sesuai kelas jabat tukin kelas jabat capai rp,18,1,positif
Sun May 26 06:10:37 +0000 2024,halo cari anak sma jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
Mon Feb 12 09:01:57 +0000 2024,wakil presiden ma ruf amin saran perintah hati kritik film dirty vote kena curang milu,-2,-1,negatif
Wed Feb 14 14:00:02 +0000 2024,the legend maju partai ga kampanye gedean pose beda kertas suara man of the match milu please welcome the real legend alfiansyah bustami alias komeng,8,1,positif
Wed Jan 24 03:00:06 +0000 2024,calon presiden nomor urut anies baswedan presiden jokowi jatuh sanksi hadap menterimenteri sikap netral milu,9,1,positif
Mon May 27 04:03:04 +0000 2024,yuk sukses pilkada aman damai,7,1,positif
Thu May 30 13:47:10 +0000 2024,kaca pilpres kakak kaesang gibran usia maju cawapres mk syarat calon presiden wakil presiden pasal huruf ku uu nomor milu,2,1,positif
Sun May 26 09:45:10 +0000 2024,momen puan maharani kuat tahan air mata baca poin rekomendasi eksternal hasil rakernas v pdip puan tangis maaf rakyat indonesia kader langgar konstitusi milu terdzolimi,5,1,positif
Sun May 26 02:08:01 +0000 2024,nobar amp diskusi film dirty election proses formal pilih presiden menang kpu april substansi milu selesai sisa gudang milu,7,1,positif
Sun May 26 05:35:54 +0000 2024,capai pkb jakarta milu lepas kerja urus kader simpatisan loyalis dll langkah cerdas simbiosis mutualisme gerak mesin partai efek lonjak kursi parlemen pkb,11,1,positif
Mon Sep 18 10:24:07 +0000 2023,milu sender kali nyobloss akkhh sabarrr pilih ya hmm,2,1,positif
Mon Nov 06 12:48:03 +0000 2023,konflik palestinaisrael milu baca,3,1,positif
Fri May 31 11:36:29 +0000 2024,dirreskrimsus polda jatim pimpin rapat kesiap laksana event balap sepeda tour dek panderman laksana rupatama mapolda jatim jumat mei,3,1,positif
Sun May 26 06:10:41 +0000 2024,halo cari anak sma jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
Mon Feb 12 10:53:07 +0000 2024,indonesia demokrasi prabowo jurnalis allan nairn temu negara butuh rezim otoriter jinak,-3,-1,negatif
Sat Jun 01 15:40:57 +0000 2024,awokwokwok anies maju pilgub jakarta dukung partai elektabilitas kuat,6,1,positif
Wed Feb 07 04:26:47 +0000 2024,resmi rabu tanggal februari minggu libur nasional milu,1,1,positif
Fri Feb 16 14:31:21 +0000 2024,anak capres ganjar pranowo muhammad zinedine alam ganjar pesan cinta sang ayah milu kemarin tampil foto sentuh pesan unggah akun instagram pribadi tampil foto gendong,25,1,positif
Sun May 26 23:06:56 +0000 2024,momentum pilkada konsolidasi sosial pasca milu pilkada momentum elemen masyarakat indonesia wilayah wujud konsolidasi sosial pasca milu polisi yaman melon madura mei,22,1,positif
Thu May 30 01:06:11 +0000 2024,juang partai khianat mukidi pdip mukidi juang partai partai menang milu,6,1,positif
Sun May 26 11:02:40 +0000 2024,megawati sindir kpu bawaslu nurut ketua pdip megawati soekarnoputri sindir badan awas pilih republik indonesia bawaslu ri diam curang langgar milu,-11,-1,negatif
Sat Jun 01 12:59:43 +0000 2024,simpul rawan anies baswedan gelar deklarasi komitmen dukung anies baswedan maju calon gubernur jakarta,1,1,positif
Mon Oct 03 04:45:59 +0000 2022,partai nasdem deklarasi calon presiden milu,0,0,netral
Wed Mar 02 02:59:25 +0000 2022,presiden jokowi tanggap manuver politikus usul tunda milu sikap diam presiden rawan arti tuju goda jabat cakap media sosial dominasi tolak,14,1,positif
Wed Feb 14 02:01:20 +0000 2024,nyoblos parfum yg ajaaaaa bener dooong cek instagram story scentplusofficial template story ramai pakai template nya foto coblos tag instagram,5,1,positif
Wed May 29 06:58:05 +0000 2024,prabowo subianto gibran rakabuming raka nyata presiden wakil presiden pilih milu polemik cuat muka susun kabinet gemuk era prabowogibran campur tangan jokowi kursi,13,1,positif
Thu Feb 08 03:29:40 +0000 2024,ketua bem ugm gielbran muhammad noor mahasiswa laku aksi pungut suara milu februari,4,1,positif
Sun May 26 04:43:16 +0000 2024,n percaya ahok tugas sumut milu riah nya btp sosok gaet pilih masyarakat sumut asing beliau masyarakat rindu sosok ideal,7,1,positif
Tue May 28 16:29:36 +0000 2024,halo infografis sidang baca putus perkara duga langgar kode etik selenggara milu kepp ruang sidang dkpp jakarta selasa,5,1,positif
Sat May 25 11:59:39 +0000 2024,cendekiawan muslim prof fachry ali saran dpw pkb jakarta jaga momentum capai milu pkb dki,14,1,positif
Mon May 27 09:02:58 +0000 2024,halo dkpp bacak putus perkara duga langgar kode etik selenggara milu kepp selasa,3,1,positif
Wed Jan 24 01:00:49 +0000 2024,wakil komandan tim hukum tkn prabowogibran habiburokhman pasang calon nomor urut anies muhaimin etika hormat netralitas tni milu,3,1,positif
Mon May 27 13:02:18 +0000 2024,teologis kuasa sulit masukujungnya politik elektoral manifestasi milu kristen tunggang tunggang ya happy ajayour teology creates who you are,2,1,positif
Sun May 26 04:14:58 +0000 2024,dasar situs milu lapor langgar milu masyarakat temu bawaslu lapor masyarakat temu langgar awas milu data gambar twips,11,1,positif
Sun May 26 23:59:52 +0000 2024,pdip ulang kali kritik keras proses milu hasil anggap penuh curang sikap partai oposisi simak bahas tema bimbang penyeimbang senin,-7,-1,negatif
Tue May 28 07:38:38 +0000 2024,rangka cipta situasi aman tertib masyarakat kamtibmas aman kondusif jelang pilkada serentak kabupaten toba personil polsek lumban julu laksana pojok milu,7,1,positif
Wed Feb 14 07:47:49 +0000 2024,menteri jokowi kompak pakai hitam nyoblos tps,-4,-1,negatif
Thu May 30 06:35:52 +0000 2024,cm guyss helppp isi kuesioner pliss kriteria generasi z hak pilih milu papar utas konten karakter figur abah anies baswedan fatherless country laku aktivitas like konten abah anies baswedan cont,7,1,positif
Sat May 25 07:57:18 +0000 2024,presiden pilih milu prabowo subianto janji presiden rakyat indonesia wakil gibran rakabuming raka usaha keras maju indonesia kalah bangsa sibuk menteri,5,1,positif
Wed Feb 14 03:07:23 +0000 2024,arti milu langsung jujur adil,12,1,positif
Tue May 28 01:02:26 +0000 2024,peran ppk kunci sukses pilkada serentak selenggara milu ppk nilai jaga percaya publik hadap selenggara milu bantai ahok jilat jokowi melon pegi armageddon innalilahi,16,1,positif
Wed May 29 01:04:25 +0000 2024,sukses pilkada partisipasi pilkada rupa momen demokrasi maju indonesia sukses milu capai partisipasi pilih tapera barca nimas yati gita dajjal fortuner link gacor jam,19,1,positif
Sat May 25 11:57:04 +0000 2024,hadir lantik panwaslucam milu serentak wakapolres trenggalek selamat anggota panitia awas pilih camat panwaslucam kabupaten trenggalek trenggalek pilih serentak resmi lantik ambil sumpah,19,1,positif
Sat Jun 01 09:18:27 +0000 2024,pilkada jatim kondusif pks jawa timur temu emil dardak,2,1,positif
Wed Sep 20 13:20:48 +0000 2023,gila gila gila plot twist banget seru nih milu psi vulgar ngambil salah anggota keluarga banteng bahaya tah hahaha,1,1,positif
Sat Jan 13 02:23:06 +0000 2024,orang rajakepala desa kota ambon kabupaten malu provinsi malu ancam penjara indikasi laku langgar milu langgar milu kait hadir nyata dukung hadap cawapres tweet,8,1,positif
Wed May 29 16:03:40 +0000 2024,mari ruang presiden wakil presiden pilih jalan amanah rakyat moga indonesia sejahtera amp berdikari,11,1,positif
Tue May 28 11:03:00 +0000 2024,baliho gambar kaesang pesan arti kaesang surabaya muncul kota surabaya jelang pilwalkot psi pasang,12,1,positif
Fri May 24 15:00:24 +0000 2024,iya bu sabar pdip orang orang pdip kalah milu,1,1,positif
Thu May 30 03:38:08 +0000 2024,boring ya jijik milu menang seakan tindak tulis sejarah menang kotor,2,1,positif
Fri May 31 09:24:38 +0000 2024,adil new york amerika serikat vonis donald trump salah tuduh jahat suap kamis kutip aljazeera jumat trump salah lantar palsu catat bisnis skema pengaruh milu as ilegal,1,1,positif
Thu May 30 05:30:22 +0000 2024,keluarga milik,5,1,positif
Sun Feb 04 04:16:41 +0000 2024,isu sentuh bansos putar misleading bicara jangka indonesia milu milu putar sederhana hemat anggar pandang bahaya,9,1,positif
Sat Dec 16 11:39:42 +0000 2023,golputers klean gede kalo ngetroll negara milu pas pilegnya lo coblos caleg random beken nomor urut partai kocak kalo garagara kerja dpr isi kagak golkar pdip amp parpol gede,2,1,positif
Wed May 29 10:19:23 +0000 2024,anies ban serep nasdem utama kader internal pilkada jakarta,2,1,positif
Sun May 26 07:47:07 +0000 2024,ketua dpp pdip puan maharani tangis maaf kader pdip etika milu,-3,-1,negatif
Tue May 28 10:07:23 +0000 2024,sorry ye sorrymas anies parpol minat nilai peluang anies maju pilkada jakarta,5,1,positif
Tue May 28 05:24:00 +0000 2024,ketua dpp pan saleh partai sepakat usul zita anjani maju cawagub pilgub dki jakarta,6,1,positif
Sat May 25 17:03:17 +0000 2024,apresiasi dukung papua milu prabowo kucur bantu dana gereja masjid pondok pesantren pbd prabowo subianto dpd partai gerindra pbd salur bantu dana tunai gereja masjid pondok pesantren papua,31,1,positif
Mon May 27 02:12:44 +0000 2024,kpu kabupaten banyumas laksana apel pagi senin apel pimpin kasubbag rencana data informasi laila isnaini,2,1,positif
Tue May 28 02:24:59 +0000 2024,selenggara milu sukses lancar tertib kpu kerja hasil dukung pemprov jawa barat kapolda jawa barat pangdam iii siliwangi jajar,23,1,positif
Sat Feb 24 23:45:10 +0000 2024,lucu nye milu milih rakyat menang prabowo salah kpu demo jokowi dasar anak abah kubu janggar,-2,-1,negatif
Thu Apr 14 23:04:11 +0000 2022,lihat ketua kpu semangat tunggu milu ya allah jalan amp mudah ya allah aamiin ya allah,41,1,positif
Tue Jun 23 10:59:16 +0000 2020,wacana milu undur tolak demokrasi amputasi kuasa duga jokowi amp pdip milu laksana gubernur amp bupati wali kota plt asntnipolri laku manipulasi milu sistemik,-2,-1,negatif
Sun Jun 23 04:10:00 +0000 2019,dukung antem mulu jokowi amp prabowo samasama hukum milu gimana fair enough,8,1,positif
Sun Jun 02 06:10:05 +0000 2024,putus batas usia pilkada bawaslu tunggu tindak kpu,1,1,positif
Fri May 31 06:00:14 +0000 2024,juara milu pdi juang provinsi jawa raih kursi raih kursi kursi dprd provinsi jawa,7,1,positif
Thu Sep 22 11:06:58 +0000 2022,politik tito karnavian duga rekayasa milu,2,1,positif
Thu May 30 05:20:27 +0000 2024,pdi juang kota metro raih kursi milu raih kursi kursi dprd kota metro,5,1,positif
Sat Jun 01 22:44:39 +0000 2024,adab orang mantan presiden tugas calon presiden pilih disebuah milu deh salah hasil beradabanya anak tri tepuk air dulang ludah langit kepri juni,-2,-1,negatif
Thu Feb 29 07:06:14 +0000 2024,saking semangat aksi tolak milu curang maret tau salah rupa besok deh izin cuti bawa rompi kuning ui tau kamis febr,-16,-1,negatif
Sun Jun 02 07:01:18 +0000 2024,minggu kasi pidum yudhi satriyo nugroho s hadir giat lantik bekal panitia awas milu kabupaten kotawaringin barat hotel brits kotawaringin barat,13,1,positif
Mon May 27 08:25:10 +0000 2024,mas dar sudaryono nilai milik potensi menang pilih gubernur jawa siapkandengan lebihmatang,11,1,positif
Sun May 26 12:23:43 +0000 2024,taktik milu low politics balut citra gemoy lagu oke gas prabowo gibran pas viral pasang prabowogibran maju milu dasar hasil kpu pasang hasil raup juta suara total suara,25,1,positif
Wed Feb 12 23:28:20 +0000 2020,assalamualaikum faldo usul dinda isteri isteri ibadah lhojangan masuk politik dulupemilu amerika bikin ribut ajakalau kontroversial pulang nyaleg ri ok ya,17,1,positif
Mon May 27 01:33:13 +0000 2024,puan tetes air mata maaf kait kader pdip etika milu,-3,-1,negatif
Fri May 31 14:08:46 +0000 2024,hukum milu jumat mei salam integritas divisi hukum awas kpu provinsi jawa timur,12,1,positif
