full_text,text_weight,text_weight_label,class_sentiment
putus batas usia pilkada bawaslu tunggu tindak kpu,1,1,positif
juara milu pdi juang provinsi jawa raih kursi raih kursi kursi dprd provinsi jawa,7,1,positif
politik tito karnavian duga rekayasa milu,2,1,positif
pdi juang kota metro raih kursi milu raih kursi kursi dprd kota metro,5,1,positif
adab orang mantan presiden tugas calon presiden pilih disebuah milu deh salah hasil beradabanya anak tri tepuk air dulang ludah langit kepri juni,-2,0,negatif
saking semangat aksi tolak milu curang maret tau salah rupa besok deh izin cuti bawa rompi kuning ui tau kamis febr,-16,0,negatif
minggu kasih pidum yudhi satriyo nugroho s hadir giat lantik bekal panitia awas milu kabupaten kotawaringin barat hotel brits kotawaringin barat,18,1,positif
mas dar sudaryono nilai milik potensi menang pilih gubernur jawa siapkandengan lebihmatang,11,1,positif
gugat hasil pilpres aniesimin milu ulang gibran,3,1,positif
taktik milu low politics balut citra gemoy lagu oke gas prabowo gibran pas viral pasang prabowogibran maju milu dasar hasil kpu pasang hasil raup juta suara total suara,25,1,positif
assalamualaikum faldo usul dinda isteri isteri ibadah lhojangan masuk politik dulupemilu amerika bikin ribut ajakalau kontroversial pulang nyaleg ri ok ya,17,1,positif
puan tetes air mata maaf kait kader pdip etika milu,-3,0,negatif
hukum milu jumat mei salam integritas divisi hukum awas kpu provinsi jawa timur,12,1,positif
pkb suruh omong tunda milu pdip maksud korban partai propemerintah indak pkb omong suruh putin pkb korban,-17,0,negatif
raih kursi pdi juang lampung barat sukses menang milu raih kursi kursi dprd lampung barat ketua dpc pdi juang lampung barat parosil mabsus menang pdi juang menang rakyat,28,1,positif
milu curang diskualifikasi paslon milu ulang perang,-8,0,negatif
nyala mas ahy harap teguh santosa damping bobby nasution pilgub sumut,6,1,positif
dengar isuisu edar masyarakat perintah upaya laku tunda milu spekulasi kena jabat presiden periode jadwal milu pilkada sepakat,6,1,positif
puan tangis maaf kader etika milu,-3,0,negatif
pdi juang kabupaten nias raih kursi milu raih kursi kursi dprd kabupaten nias,7,1,positif
milu deklarasi buka bangsa korup pilpres amp pileg telanjang jenis rusak konstitusional rakyat hak tuntut amplop amp sembako putus rantai tanggungjawab,-2,0,negatif
anggota keluarga hary tanoe gagal total milu,-3,0,negatif
kursi legislatif milu kota yogyakarta pdip dominasi komisi pilih kpu kota yogyakarta resmi kursi calon pilih anggota dewan wakil rakyat daerah dprd milu,-4,0,negatif
pkb bangun komunikasi anies baswedan pilgub jakarta,2,1,positif
ok gas dasco dorong budisatrio djiwandono kaesang pangarep maju pilkada jakarta,0,1,netral
bu diam aja diam juang,6,1,positif
selamat pagi berkah tuhan layan dialog menit netizen twitter pantik materi minimal jalur resmi selesai kisruh milu jalur hukum batal hasil milu,7,1,positif
pdip rencana gandeng timnas amin bentuk tim khusus bongkar curang milu,-3,0,negatif
masuk akal milu prabowo untung kenal masy luas dimana prabowo orang masuk kertas suara efek nya mainmain,8,1,positif
eks timses jokowi ketua seleksi anggota kpu muncul duga rekayasa milu rancang,-2,0,negatif
ubah syarat calon kepala daerah pakar milu olah replikasi pilpres,-1,0,negatif
prabowogibran menang rutan koruptor milu,4,1,positif
kucur bansos milu pandemi covid,-1,0,negatif
pdi juang provinsi kalimantan barat raih kursi milu raih kursi kursi dprd provinsi kalimantan barat,7,1,positif
pakar ubah syarat usia cagubcawagub laku pilkada tahap calon kepala daerah langsung calon orang serah syarat dukung verifikasi administrasi gtgt,8,1,positif
ratus jenderal tnipolri desak makzul jokowi diskualifikasi prabowogibran milu,1,1,positif
plan a jokowi periode mpr gagal plan b milu pilpres geser kpu on process lawan,-2,0,negatif
pdip nilai milu buruk sejarah sistem milu tinjau ulang,-4,0,negatif
sahap effendi dagang beras pasar koja nilai capres menang milu ubah hidup susah,8,1,positif
hei polisi tentara intimidasi rakyat milu langsung hak rakyat megawati,-2,0,negatif
kpu larang exit poll quick count milu negeri khawatir pengaruh pilih tanah air,-2,0,negatif
anies parpol koalisi ubah pkb nasdem pks gulir hak angket curang milu pdip ppp,-8,0,negatif
polri jajar polda jawa jateng gelar silaturahmi kamtibmas pilar tnipolri forkopimda kabupaten boyolali mako polres boyolali giat rupa momen wujud aman damai pasca milu,7,1,positif
nama anies santer suara maju pilgub jakarta kalah kontestasi pilpres kuat anies tanding jakarta,6,1,positif
jokowi kucur bansos rp t kampanye milu,7,1,positif
anwar usman is back ayo sila gugat hasil milu curang tenang paman putus ptun kabul gugat anwar usman ketua,11,1,positif
hasil salah input rekam sesuai jam rekam salah input untung paslonnya upload koreksi admin kpu ya alhamdulillah khawatir salah input,11,1,positif
menang mah raffi ahmad potensi maju pilgub jakarta pasang budisatrio djiwandono,11,1,positif
terima kasih temanteman eti milu ramai seru utama platform xtwitter acara debat caprescawapres moga umur jumpa milu,20,1,positif
rawan deklarasi dukung anies baswedan maju pilgub jakarta,-4,0,negatif
pdi juang provinsi riau raih kursi milu raih kursi kursi dprd provinsi riau,7,1,positif
malu caleg pilih pks tangkap bareskrim polri narkoba,-3,0,negatif
pdi juang provinsi pulau bangka belitung raih kursi milu raih kursi kursi dprd provinsi pulau bangka belitung,7,1,positif
sadar peristiwa jegal ahok politik gentong babi bansos gencar pemilu jegal ganjar pranowo,4,1,positif
amp ekstrim yad milu pilpres terstruktur sistematis amp masive lembut amp jujur,1,1,positif
suara megawati getar klaim milu buruk sejarah,-2,0,negatif
system pasca milu omong sistem calon grr milu wujud jernih karam sistem bang mantan yutuber sekual,-9,0,negatif
titip guys tawarin saksi tps milu fee nya tarik fee nya tau jobdesk nya ya jobdesknya,4,1,positif
megawati kasih lampu hijau hak angket milu gulir dpr,6,1,positif
pdi juang provinsi bal juara milu raih kursi kursi dprd provinsi bal,5,1,positif
tim advokasi milu pdip cecar kpk lindung harun mas,0,1,netral
gibran rakabuming raka lolos milu adik kaesang pangarep lolos pilkada,-8,0,negatif
anies santer dorong maju pilgub jakarta eks cawapresnya cak imin senang anies maju pilgub jakarta,6,1,positif
sby izin allah dukung orang jujur amanah surabaya bujuk tandatangan sepakat angkat rr menko ekuin cikeas batal bujuk jusuf what goes around comes around,16,1,positif
dpd pdi juang provinsi daerah istimewa yogyakarta diy raih kursi milu kursi kursi dprd provinsi daerah istimewa yogyakarta diy,5,1,positif
dpp projo dukung nama cagub pilkada airin rachmi diany ridwan kamil bobby nasution khofifah indar parawansa,7,1,positif
sorot duga curang milu tsm megawati ya,2,1,positif
sorot duga curang milu tsm megawati ya,2,1,positif
milu us cuman salah catalyst bullish crypto lu pikir catalyst nya its too early bro game lu pikir government us report bikin regulasi cuman n then gone wkwk,-2,0,negatif
tim advokasi milu pdip cecar kpk lindung harun mas,0,1,netral
acara omong lancar logika lompat bicara publik bikin masyarakat bingung modal dengar kanankiri bikin simpul pegi tangkap polisi pegi bunuh vina sih acara tkp,-1,0,negatif
milu ya hmm,4,1,positif
pilkada jatim kondusif pks jawa timur temu emil dardak,2,1,positif
drama politik judul laku korban pdip menang milu jokowi produk pdip puan maharani ketua dpr pdip mik kursi kursi dpr,0,1,netral
silfester tkn tanggap megawati duga curang milu tsm,1,1,positif
work lolos seleksi admn ppk milu ajar darimana ya bingung cari tle ig yt bahas butuh materi penuh,-5,0,negatif
waketum gerindra budi djiwandono partai kantong nama usung pilgub jakarta tuju koalisi indonesia maju,4,1,positif
disain sistem milu lacak potensi curang kacau milu evaluasi total kacau anggap berani mimpi buah milu ideal,1,1,positif
eks koruptor calon anggota dpr milu,-6,0,negatif
promotor periode danatau tunda milu qodari,0,1,netral
ketua bkpm urus milu kepiye tolong fokus urus investasi bahlil kepala bkpm dunia usaha milu undur,8,1,positif
nyata biang tunda milu luhut binsar pandjaitan arti tunda milu agenda sembunyi perintah rakyat tolak periode nyata laku operasi senyap jabat,4,1,positif
mega partai kuasa moga catat pilih partai kuasa amburadul negara,0,1,netral
pdip jabar incar kursi cawagub pilgub jabar isi kader internal,8,1,positif
poin hasil rakernas pdip puan maharani milu buruk sejarah demokrasi indonesia,0,1,netral
megawati singgung buruk milu kpu bawaslu sunyi,-3,0,negatif
opini sungguh cetek anak kandung anak tiri pilpres milu pilih pilpres presiden rakyat indonesia pilih kemarin presiden,-5,0,negatif
mantan hakim konstitusi milu carut marut sidang,-7,0,negatif
austerity bijak kondisi asersi sesat government spending pesat pilpres utama bansos bener misalokasi ujung kanibalisasi program social net,2,1,positif
eng ing eng gilir bikin sibuk nih,4,1,positif
cek identitas cantum daftar dukung calon orang pilkada coba cek,3,1,positif
demokrat cagub jakarta wawas global renanda bachtar mujiyono,0,1,netral
ketua dpp pdip puan maharani sanggup tahan tangis terima kasih rakyat indonesia helat pilpres,2,1,positif
wdyt orang tua anak pilih pilih milu sampesampe bilang daftarin sender sender milih hak sender ya pilih thanks,-8,0,negatif
selamat sis sis yenny kristianti anggota pilih dprd kota bekas periode hadir kerja rakyat id,7,1,positif
fahami pura milu pilkada pilbup pilgubpilpres menang pesan oligarki kapitalis oknum aparat hianat lembaga survei quick count tayang tv mkpun sidang gugat pura pura id ri,4,1,positif
pdip milu buruk sejarah demokrasi indonesia,-5,0,negatif
lbs rencana milu hancur pdi juang menang milu legislatif tanda rakyat percaya pdi juang,12,1,positif
sindir megawati pdip pilpres milu buruk sejarah demokrasi indonesia milu orde lepas pdip berani nyata partai oposisi,-6,0,negatif
salah proses hitung suara laku habis berlarutlarut akibat saksi mandat partaipartai tps lelah fisik ist,9,1,positif
catat september ri periode besok oktober ri periode tanggal oktober lantik presiden ri periode hasil milu tugas sd,4,1,positif
rakernas v pdip megawati sorot curang milu,-5,0,negatif
full pidato berapiapi megawati rakernas kev pdip ungkit milu putus,3,1,positif
rakernas v pdip puan milu buruk sejarah demokrasi indonesia,-5,0,negatif
tum juang mega don keder nya teriak pilpre milu buruk tsm gua pilpres milu copy paste pilprespemilu,-11,0,negatif
sorot duga curang milu tsm megawati ya,2,1,positif
pesan kritik pedas megawati tni polri nilai netral milu,-2,0,negatif
milu laksana presiden ketua ri kadet juang,6,1,positif
harap masyarakat pilih prabowo milu pilih prabowo alih pilih anies prabowo nyata menang kontestasi pilpres,5,1,positif
sirekap pilkada serentak kpu ri tanggung,1,1,positif
juang kalo ajuk hak angket ri hasil milu kontoversi amp dorong parlemen sah uu miskin koruptorpenyitaan aset berani juang,-4,0,negatif
ri mampus suul khotimah bajing tengik rekayasa curang milu jabat pusat kepala desa,-9,0,negatif
partai pdi p partai perintah omong serah pdi p uunya pdi p bicara milu curang kau kait move on wkwkwkwk woi statement ganjar mahfud dengar,1,1,positif
caleg pilih partai gerindra iwl alias indra cl alias christoper rupa kakak adik sangka money politics milu,4,1,positif
rakernas pdip milu buruk sejarah demokrasi,-5,0,negatif
informasi lapang temanteman wni malaysia milu dapil negerimalaysia brutal coblos surat suara via pos ksk libat oknum kbri kjri selenggara awas milu ln brutal milu id ri,4,1,positif
rapat kerja nasional rakernas v pdi juang rumus sikap politik rumus nilai milu rupa milu buruk sejarah demokrasi indonesia,10,1,positif
pks masuk menang milu loh lumayan kursi ri kursi dpr,2,1,positif
singgung syarat nyapres pdip ajak sipilahli hukum evaluasi milu,5,1,positif
puan milu buruk sejarah demokrasi indonesia,-5,0,negatif
pdip nilai milu milu buruk indonesia,0,1,netral
kliatany milu presd bikin konflik ukt mahasiswa lonjak bpjs facelift revisi uu tri n pers tarif ppn kompak gong pakai konsep ubah susah rakyat sih,-3,0,negatif
halo tolong bantu ngisi kuesioner kena sikap mahasiswa dukung proses milu rep ya dm thx u,15,1,positif
adi pasca kontestasi milu pdip sasar bullying kader nilai langgar etik raup menang,11,1,positif
bawaslu kritik megawati curang milu,-10,0,negatif
tanyarl hai baca berita milu tolong isi kuisioner skripsi barter isi kuisioner titip,9,1,positif
milu presden sender arti nyoblos eh iya ktp nyoblos sumpah sangka banget l nyoblos presiden awokwokwok,11,1,positif
informasi milu buka upaya tingkat partisipasi percaya publik terap selenggara pilkada harap hasil pilih akuntabel transparan,22,1,positif
milu nilai buruk sejarah curang langgeng praktik penyalahgunaan kuasa,2,1,positif
website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,6,1,positif
tonton sidang phpu lihat konsisten lemah wakil perempuan milu lupa sejarah wakil perempuan milu lemah institusi demokrasi kpu,11,1,positif
andai ganjar menang milu jujur amp terbersih era merdeka tolok ukur kalah menang,18,1,positif
ketua pdip megawati bicara perintah otoriter populis legal otokratis hasil curang milu,-2,0,negatif
pdip nilai penyalahgunaan kuasa aparat tegak hukum milu,8,1,positif
megawati tuding milu curang struktur sistematis masif,-3,0,negatif
blakblakan ridwan kamil pilih komeng milu alas lucu,4,1,positif
guys no salty terima pps milu sanggup ngundurin ya,9,1,positif
bpk rektor prof satria maklum nyata bpk posisi politik bpk salam rektor ipb veto suara kampus selamat bangsa bpk tuduh kampus suasa rusak,20,1,positif
id ri nakula anakkolong sauya ogi kacung sih samsul milu kpk atur ketiak paman usman,4,1,positif
megawati singgung buruk milu kpu bawaslu sunyi,-3,0,negatif
megawati perintah kader pdip takut suara curang milu,-2,0,negatif
megawati ungkit laksana milu anggap kandung curang struktur sistematis pidato rakernas pdip,-5,0,negatif
bravo putus berani selamat mas dinamika demokrasi pks insya allah putus mejelis syuro,19,1,positif
hut kppg bal gelar fashion show sarana relaksasi pasca milu,4,1,positif
pdi juang provinsi papua selatan raih kursi milu raih kursi kursi dprd provinsi papua selatan,7,1,positif
kalo dihubungkan temu ppatk alir dana kampanye milu sumber tambang ilegal hambat tuntas tambang illegal kait erat dana kampanye milu parpolcalegcapres aparat hukum hak bukti,12,1,positif
ulas catat selenggara milu pilkada,3,1,positif
partai politik milu sembilan hasil emas kursi legislatif total kursi dprd bangka belitung,2,1,positif
kursi partai dprd sumatera utara hasil milu,3,1,positif
anggota parlemen israel netanyahu gagal seruk milu,-10,0,negatif
aswanto orang mesti milik dukung partai politik anggota lembaga selenggara milu,-2,0,negatif
dorong zulhas pimpin pasha piawai uji milu dasar,1,1,positif
serba serbi milu recap jenis drama kalang tweet update besok a thread,-4,0,negatif
serbaserbi selamat prabowogibran,8,1,positif
lapor warga surat suara coblos fakta amp bukti curang quick count ambisi menang curang,-4,0,negatif
serba serbi golput milu a threas,0,1,netral
ya allah ikan turun ketua kpu ri bawaslu amanah selenggara milu ya allah laknat amp azab kpu bawaslu adil jalan tugas negara amin ya robbal,27,1,positif
iya milu hibur,0,1,netral
dear pilih aceh anggap kau berani,0,1,netral
serbaserbi momen lucu indonesia btw selamat prabowogibran a thread,11,1,positif
forum silaturahim saksi pks milu sukses gelar rajeg,12,1,positif
alhamdulillah prabowogibran resmi kpu presiden wakil presiden pilih periode terima kasih rakyat indonesia selenggara milu tokoh agama prajurit tni polri rawan rekanrekan pers,12,1,positif
milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
janji kampanye prabowo milu sehat bayar subsidi listrik subsidi bbm sekolah bayar angkut bikin negara angkut subsidi nggedabrus,14,1,positif
kemarin dengar aspirasi khawatir masyarakat kait milu netral fair harap milu jalan sesuai prinsip demokrasi jujur adil hak,21,1,positif
fyi milu tanggal februari sesuai feng shuinya kalender sinar mas sial gws,-4,0,negatif
alhamdulillah iriana laksana pilih milu presiden amp wakil presiden ri dpr ri dpd ri provinsi dprd kota pungut suara tps camat gambir jakarta pusat rabu februari pk,16,1,positif
jejaring oligarki tambang lingkar caprescawapres milu surya paloh politikus usaha bisnis media properti catering rambah sektor tambang energi surya anak prananda paloh usaha tambang,2,1,positif
bapa gue kakak banget tps disurakin pilih gemoy ya garagara pakai kaos biru also bapa iyahhh bwoong,5,1,positif
gue buka timeline isi drama milu,1,1,positif
artis iklan judi online maju kandidat anggota dpr ri milu artis iklan judi online deklarasi dukung pasang calon paslon presiden simak rincian,12,1,positif
milu satunya partai sandera kuasa pks,3,1,positif
lihat hasil quick count via website unggul provinsi papua papua daerah indonesia erat isu ham unik tarik,7,1,positif
temanteman kali milu ribu warga jakarta timur pilih rian angka besaarr milu rian ubah rian simak video,1,1,positif
kampanye milu meksiko tewas puluh politis calon wali kota bunuh kampanye september jelang milu minggu kandidat tewas kreatif aditya jaya iswara,13,1,positif
ayo fokus fokus input data qc internal amin kpu lapor pungut suara tps milu titik tps negeri tps negeri an tps tps,11,1,positif
pdi juang provinsi kalimantan raih kursi milu raih kursi kursi dprd provinsi kalimantan,7,1,positif
tau politik umur besok milu ayah bebas pilih aja trik tipsnya kak bingung buzzer enyah,-10,0,negatif
demo tolak intervensi milu patung kuda tempofebri angga palguna,-10,0,negatif
ajar politik global universitas murdoch australia ian wilson ramal prabowo subianto bawa rezim otoriter hasil menang milu buah opini terbit fulcrum ian tulis popularitas prabowo angin,8,1,positif
aksi mahasiswa gedung selasa bubar gerombol orang dikenalpreman intimidasi mahasiswa kirim kaji curang milu dirty vote nyata,-1,0,negatif
kepala daerah koordinasi wujud pilkada damai,3,1,positif
sih tukang kayu solo menang pilkada solo menang pilkada solo menang pilgub jakarta menang pilpres menang pilpres menang pilpres menang tokoh hebat sejarah milu indonesia,32,1,positif
anggota kpu betty epsilon idroos arah rapat koordinasi evaluasi aman informasi milu kesiap infrastruktur tahap pilih rabu,0,1,netral
sepakat milu laksana februari pilkada november tahap milu juni april kpu bawaslu periode lantik milu pilkada serentak,10,1,positif
ketua kpu hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,0,negatif
harap milu indonesia gini aja,4,1,positif
twit zarry proses milu akun bravo zar,1,1,positif
milu kelean ktp masuk pilih gen,-5,0,negatif
tim menang nasional tpn ganjarmahfud rencana buka peluang komunikasi timnas amin usut curang milu wakil ketua tpn jenderal purn tni andika perkasa posko menang teuku umar jakarta rabu,13,1,positif
menang milu presiden indonesia,7,1,positif
anies baswedan tanggap hasil quick count pilpres,6,1,positif
ramal anak indigo capres menang milu,-1,0,negatif
gilak gilak chatgpt perintah sesi tulis kreatif purapura orang evil mastermind plot rencana tunda milu indonesia perintah dpr bikin operasi singgah,-3,0,negatif
ikan buntal milu jurdil langgar indikasi jujur moga allah turun malapetaka sakit ngeri komisioner ri gaji pakai uang rakyat uang asam sulfat,-3,0,negatif
badan awas milu bawaslu nyata pungut suara tps potensi laku pungut suara ulang psu milu ketua bawaslu rahmat bagja temu pilih hak pilih kali,7,1,positif
senin februari ketua kelompok selenggara pungut suara kpps undang hak pilih milu tps lurah gambir lokasi gedung lembaga administrasi negara jalan veteran nomor jakarta,0,1,netral
kpu provinsi sumatera utara gelar selenggara rakor rapat koordinasi evaluasi kelola logistik milu bahas progres susun lapor tata kelola logistik milu laksana tanggal sd mei,10,1,positif
markupnya maen suara diinput teriak curang link,-2,0,negatif
jadwal tahap selenggara milu kpu calon presiden wakil presiden jadwal tanggal oktober november tanggal september tanggal,-3,0,negatif
hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,0,negatif
coba guru matematika muntaber kalo kasih lihat,10,1,positif
milu februari pilkada serentak november butuh anggar rp triliun kpu rp triliun bawaslu rp triliun hitung detail apbn apbd tahap,4,1,positif
tuju buk megawati milu milu rakyat intimidasi milu curang,-7,0,negatif
manghadiri acara diskusi pasca milu gelar koresponden asing jakarta foreign correspondents club jfcc media internasional pantau milu indonesia update sumber kemarin undang,6,1,positif
milik kuasa republik rakyat milu hilang kuasa pindah kuasa kuasa sejati pindah pindah ganti wenang jalan kuasa,28,1,positif
allah sih benci arab arab negara banget politik identitas milu tukang hoax tsk rela bikin hoax junjung dki jakarta sukses pakai politik identitas tagih,-1,0,negatif
staff psi anak muda hebat juang jam gembira psi kalah tangis anakanak juang sepenuh hati siang kumpul makan acara ketua pesan juang milu,5,1,positif
ide cuti februari februari libur isra miraj februari cuti imlek weekend aju cuti libur milu aju cuti weekend libur februari aju cuti dapetnya,15,1,positif
mari wujud pilkada jakarta bersih martabat,11,1,positif
beda pilih mari jaga rukun,2,1,positif
rakernas v partai nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat tegak hukum langgar etika penyalahgunaan sumber daya negara puan,6,1,positif
jaga kebhinekaan,2,1,positif
ketua badan menang milu bappilu dpp partai nasdem prananda surya paloh serah surat rekomendasi enam kader internal maju kontestasi pilkada november enam kader internal rekomendasi partai nasdem,3,1,positif
ganjar menang madura cawapresnya prof dr h mohammad mahfud mahmodin sh su mip tuju mahfud cawapresnya ganjar milu rt keras,17,1,positif
breaking claudia sheinbaum prediksi presiden perempuan yahudi meksiko milu mexico langsung minggu komunitas yahudi cakup populasi meksiko kakek nerupakan imigran,14,1,positif
kampanye aman damai sejuk fokus utama cipta iklim politik kondusif penuh toleransi pasca milu mari harga beda pendpt mengormati beda pilih riza sarasvita ethes enakeun twtw mahkamah,3,1,positif
presiden pilih milu prabowo subianto janji presiden rakyat indonesia wakil gibran rakabuming raka usaha keras maju indonesia kalah bangsa sibuk menteri,5,1,positif
podcast kpu ri tayang kali tayang tamu jurnalis milu tau seru ya tonton podcast kpu ri episode vitorio mantalean berita milu tayang perdana rabu tanggal mei,2,1,positif
nama pasang prabowo subianto gibran rakabuming raka nama koalisi indonesia maju terima kasih harga setinggitingginya rakyat indonesia hak pilih milu terima,11,1,positif
contoh salah tps tapanuli utara suara markup suara link,0,1,netral
partai milu diselundupin intel agustus anggota tibatiba dichat orang gabung partai pas cek nomor getcontact nyata anggota ormas indikasi afiliasi bin,-4,0,negatif
dpp partai nasdem selesai gelar rapat pleno badan menang milu bappilu kader internal maju pilkada rekomendasi pimpin langsung ketua bappilu dpp prananda surya paloh enam kader internal rekomendasi partai,9,1,positif
resmi kampanye milu nov feb,5,1,positif
milu dominasi pilih muda moga pemuda bijak pilih ges,3,1,positif
rapat kerja nasional rakernas v pdi juang selenggara ancol jakarta utara megawati soekarnoputri utara resah kritik perihal laksana milu ideal hias curang sanasini,0,1,netral
pks parpol raih suara milu wilayah jakarta amp kota sangga ibukota daya tawar pks gabung perintah prabowo lengkap simak youtube kompastv,-1,0,negatif
kampus merdeka pkb,0,1,netral
update data hitung suara pilih presiden himpun website resmi kpu februari wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,5,1,positif
komisi pilih kpu rampung rekapitulasi suara milu rabu maret nama caleg artis prediksi lolos senayan aman kursi dpr ri mayoritas artis lolos anggota dpr ri periode debut,2,1,positif
pdi juang kabupaten ogan komering ilir raih kursi milu raih kursi kursi dprd ogan komering ilir,7,1,positif
megawati tum pdip milu abuabu direkyasa kuasa politik praktis kuasa kuasa laku tsm tni polri tarik politik praktis akibat kader teriak nama jokowi laku,16,1,positif
milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
lintas agama pasca milu jelang pilkada milu jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
pdi juang kabupaten nias selatan raih suara milu raih kursi kursi dprd kabupaten nias selatan,9,1,positif
pdi juang kota pematang siantar raih kursi milu raih kursi kursi dprd kota pematang siantar,-3,0,negatif
pdiperjuangan nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat hukum politik uang ketua dpp pdip puan maharani minggu rir,5,1,positif
ustadguru lgbt rael anti perempuan suka pantt laki laki wajib basmi bumi aceh hukum ringan lihat bebas timses milu aceh kriminal pakai agama rusak anakanak aceh please stop it,-2,0,negatif
pdi juang kabupaten pulau meranti raih kursi milu kursi raih kursi kursi dprd kabupaten pulau meranti,7,1,positif
pilkada momentum elemen masyarakat jalin konsolidasi sosial pasca milu matang laksana pilkada harap polisi yaman melon madura mei,13,1,positif
subianto mas tweet partai gerindra terimakasih sebesarbesarnya penyelanggara milu komisioner kpu tugas kpps saksi awas milu bawaslu aparat tegak hukum tni,9,1,positif
tantang profesionalisme selenggara milu selenggara milu independen profesional rupa salah syarat wujud milu integritas tumbuh profesionalisme champions league milik kakak hutama karya kiky kaesang,7,1,positif
tweet simple rangkul duduk bangun bangsa ajak kerja ya minimal ribut tonton aja cc indonesia,5,1,positif
nasdem pkb pks kompak dukung hak angket curang milu partai nasdem pkb gabung koalisi ubah nyata sikap dukung wacana hak angket gulir dpr ri usut duga curang milu sikap dukung,2,1,positif
seleksi ppk milu seleksi tulis diumumin ya lokasi bingung cari info mohon bantu temanteman work,3,1,positif
halo jadwal sidang periksa duga langgar kode etik selenggara milu kepp laku juni,0,1,netral
kemarin terima surat selamat presiden turki kena hasil milu langsung duta turki terima kasih dukung sahabat negara,25,1,positif
presiden joko widodo resmi tunjang kerja tukin pegawai bawaslu jelang milu atur presiden nomor tukin sesuai kelas jabat tukin kelas jabat capai rp,18,1,positif
halo cari anak jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
wakil presiden ruf amin saran perintah hati kritik film dirty vote kena curang milu,-2,0,negatif
calon presiden nomor urut anies baswedan presiden jokowi jatuh sanksi hadap menterimenteri sikap netral milu,9,1,positif
yuk sukses pilkada aman damai,7,1,positif
kaca pilpres kakak kaesang gibran usia maju cawapres syarat calon presiden wakil presiden pasal huruf ku uu nomor milu,2,1,positif
momen puan maharani kuat tahan air mata baca poin rekomendasi eksternal hasil rakernas v pdip puan tangis maaf rakyat indonesia kader langgar konstitusi milu terdzolimi,5,1,positif
nobar amp diskusi film dirty election proses formal pilih presiden menang kpu april substansi milu selesai sisa gudang milu,7,1,positif
capai pkb jakarta milu lepas kerja urus kader simpatisan loyalis dll langkah cerdas simbiosis mutualisme gerak mesin partai efek lonjak kursi parlemen pkb,11,1,positif
milu sender kali nyobloss akkhh sabarrr pilih ya hmm,2,1,positif
konflik palestinaisrael milu baca,3,1,positif
dirreskrimsus polda jatim pimpin rapat kesiap laksana event balap sepeda tour dek panderman laksana rupatama mapolda jatim jumat mei,3,1,positif
halo cari anak jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
indonesia demokrasi prabowo jurnalis allan nairn temu negara butuh rezim otoriter jinak,-3,0,negatif
awokwokwok anies maju pilgub jakarta dukung partai elektabilitas kuat,6,1,positif
resmi rabu tanggal februari minggu libur nasional milu,1,1,positif
anak capres ganjar pranowo muhammad zinedine alam ganjar pesan cinta sang ayah milu kemarin tampil foto sentuh pesan unggah akun instagram pribadi tampil foto gendong,25,1,positif
momentum pilkada konsolidasi sosial pasca milu pilkada momentum elemen masyarakat indonesia wilayah wujud konsolidasi sosial pasca milu polisi yaman melon madura mei,22,1,positif
juang partai khianat mukidi pdip mukidi juang partai partai menang milu,6,1,positif
megawati sindir kpu bawaslu nurut ketua pdip megawati soekarnoputri sindir badan awas pilih republik indonesia bawaslu ri diam curang langgar milu,-11,0,negatif
simpul rawan anies baswedan gelar deklarasi komitmen dukung anies baswedan maju calon gubernur jakarta,1,1,positif
partai nasdem deklarasi calon presiden milu,0,1,netral
presiden jokowi tanggap manuver politikus usul tunda milu sikap diam presiden rawan arti tuju goda jabat cakap media sosial dominasi tolak,14,1,positif
nyoblos parfum ajaaaaa dooong cek instagram story scentplusofficial template story ramai pakai template nya foto coblos tag instagram,2,1,positif
prabowo subianto gibran rakabuming raka nyata presiden wakil presiden pilih milu polemik cuat muka susun kabinet gemuk era prabowogibran campur tangan jokowi kursi,13,1,positif
ketua bem ugm gielbran muhammad noor mahasiswa laku aksi pungut suara milu februari,4,1,positif
n percaya ahok tugas sumut milu riah nya btp sosok gaet pilih masyarakat sumut asing beliau masyarakat rindu sosok ideal,7,1,positif
halo infografis sidang baca putus perkara duga langgar kode etik selenggara milu kepp ruang sidang dkpp jakarta selasa,5,1,positif
